Date,España,Italia,Alemania
2021-12-24 00:00:00+00:00,5718007,5567644,6959067
2021-12-25 00:00:00+00:00,5718007,5622431,6981281
2021-12-26 00:00:00+00:00,5718007,5647313,6991381
2021-12-27 00:00:00+00:00,5932626,5678112,7005289
2021-12-28 00:00:00+00:00,6032297,5756412,7026369
2021-12-29 00:00:00+00:00,6133057,5854428,7066412
2021-12-30 00:00:00+00:00,6294745,5981428,7109182
2021-12-31 00:00:00+00:00,6294745,6125683,7150422
2022-01-01 00:00:00+00:00,6294745,6266939,7176814
2022-01-02 00:00:00+00:00,6294745,6328076,7189329
2022-01-03 00:00:00+00:00,6667511,6396110,7207847
2022-01-04 00:00:00+00:00,6785286,6566947,7238408
2022-01-05 00:00:00+00:00,6922466,6756035,7297320
2022-01-06 00:00:00+00:00,6922466,6975465,7361660
2022-01-07 00:00:00+00:00,7164906,7083762,7417995
2022-01-08 00:00:00+00:00,7164906,7281297,7473884
2022-01-09 00:00:00+00:00,7164906,7436939,7510436
2022-01-10 00:00:00+00:00,7457300,7554344,7535691
2022-01-11 00:00:00+00:00,7592242,7774863,7581381
2022-01-12 00:00:00+00:00,7771367,7971068,7661811
2022-01-13 00:00:00+00:00,7930528,8155645,7743228
2022-01-14 00:00:00+00:00,8093036,8356514,7835451
2022-01-15 00:00:00+00:00,8093036,8549450,7913473
2022-01-16 00:00:00+00:00,8093036,8706915,7965977
2022-01-17 00:00:00+00:00,8424503,8790302,8000122
2022-01-18 00:00:00+00:00,8518975,9018425,8074527
2022-01-19 00:00:00+00:00,8676916,9219391,8186850
2022-01-20 00:00:00+00:00,8834363,9418256,8320386
2022-01-21 00:00:00+00:00,8975458,9603856,8460546
2022-01-22 00:00:00+00:00,8975458,9781191,8596007
2022-01-23 00:00:00+00:00,8975458,9923678,8681447
2022-01-24 00:00:00+00:00,9280890,10001344,8744840
2022-01-25 00:00:00+00:00,9395767,10212621,8871795
2022-01-26 00:00:00+00:00,9529320,10383561,9035795
2022-01-27 00:00:00+00:00,9660208,10539601,9238931
2022-01-28 00:00:00+00:00,9779130,10683948,9429079
2022-01-29 00:00:00+00:00,9779130,10821375,9618245
2022-01-30 00:00:00+00:00,9779130,10925485,9737215
2022-01-31 00:00:00+00:00,9961253,10983116,9815533
2022-02-01 00:00:00+00:00,10039126,11116422,9978146
2022-02-02 00:00:00+00:00,10125348,11235745,10186644
2022-02-03 00:00:00+00:00,10199716,11348701,10422764
2022-02-04 00:00:00+00:00,10199716,11449601,10671602
2022-02-05 00:00:00+00:00,10199716,11542793,10889417
2022-02-06 00:00:00+00:00,10199716,11621736,11022590
2022-02-07 00:00:00+00:00,10395471,11663338,11117857
2022-02-08 00:00:00+00:00,10439302,11765767,11287428
2022-02-09 00:00:00+00:00,10502141,11847436,11521678
2022-02-10 00:00:00+00:00,10555196,11923631,11769540
2022-02-11 00:00:00+00:00,10604200,11991109,12009712
2022-02-12 00:00:00+00:00,10604200,12053330,12219501
2022-02-13 00:00:00+00:00,10604200,12105675,12344661
2022-02-14 00:00:00+00:00,10672906,12134451,12421126
2022-02-15 00:00:00+00:00,10707286,12205474,12580343
2022-02-16 00:00:00+00:00,10744394,12265343,12800315
2022-02-17 00:00:00+00:00,10778607,12323398,13035941
2022-02-18 00:00:00+00:00,10809222,12377098,13255989
2022-02-19 00:00:00+00:00,10809222,12427773,13445094
2022-02-20 00:00:00+00:00,10809222,12469975,13563126
2022-02-21 00:00:00+00:00,10858000,12494459,13636993
2022-02-22 00:00:00+00:00,10880193,12554596,13762895
2022-02-23 00:00:00+00:00,10914105,12603758,13971947
2022-02-24 00:00:00+00:00,10949997,12651251,14188269
2022-02-25 00:00:00+00:00,10977524,12693320,14399012
2022-02-26 00:00:00+00:00,10977524,12732680,14574845
2022-02-27 00:00:00+00:00,10977524,12764558,14682758
2022-02-28 00:00:00+00:00,10977524,12782836,14745107
2022-03-01 00:00:00+00:00,11036085,12829972,14867218
2022-03-02 00:00:00+00:00,11054888,12867918,15053624
2022-03-03 00:00:00+00:00,11078028,12910506,15264297
2022-03-04 00:00:00+00:00,11100428,12948859,15481890
2022-03-05 00:00:00+00:00,11100428,12990223,15674100
2022-03-06 00:00:00+00:00,11100428,13026112,15790989
2022-03-07 00:00:00+00:00,11136425,13048774,15869417
2022-03-08 00:00:00+00:00,11159574,13109527,16026216
2022-03-09 00:00:00+00:00,11181510,13159342,16242070
2022-03-10 00:00:00+00:00,11204125,13214498,16504822
2022-03-11 00:00:00+00:00,11223974,13268459,16757658
2022-03-12 00:00:00+00:00,11223974,13323179,16994744
2022-03-13 00:00:00+00:00,11223974,13373207,17141351
2022-03-14 00:00:00+00:00,11223974,13402905,17233729
2022-03-15 00:00:00+00:00,11260040,13489319,17432617
2022-03-16 00:00:00+00:00,11260040,13563466,17695210
2022-03-17 00:00:00+00:00,11260040,13645834,17990141
2022-03-18 00:00:00+00:00,11324637,13724411,18287986
2022-03-19 00:00:00+00:00,11324637,13800179,18548225
2022-03-20 00:00:00+00:00,11324637,13861743,18680017
2022-03-21 00:00:00+00:00,11324637,13895188,18772331
2022-03-22 00:00:00+00:00,11378784,13992092,18994411
2022-03-23 00:00:00+00:00,11378784,14070450,19278143
2022-03-24 00:00:00+00:00,11378784,14153098,19596530
2022-03-25 00:00:00+00:00,11451676,14229495,19893028
2022-03-26 00:00:00+00:00,11451676,14304111,20145054
2022-03-27 00:00:00+00:00,11451676,14364723,20256278
2022-03-28 00:00:00+00:00,11451676,14396283,20323779
2022-03-29 00:00:00+00:00,11508309,14496579,20561131
2022-03-30 00:00:00+00:00,11508309,14567990,20829608
2022-03-31 00:00:00+00:00,11508309,14642354,21394747
2022-04-01 00:00:00+00:00,11551574,14719394,21394691
2022-04-02 00:00:00+00:00,11551574,14790806,21591147
2022-04-03 00:00:00+00:00,11551574,14845815,21706329
